"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","B03002_003E","B03002_004E","B03002_006E","B03002_002E","B03002_012E","state","county","tract","block group"
"Block Group 2, Census Tract 6109, San Mateo County, California",63,11,146,0,0,0,35,41,0,0,0,0,52,0,74,0,249,111,133,22,75,0,0,0,0,16,69,0,0,123,165,73,0,63,6,44,454,24,221,706,1338,"06","081","610900","2"
"Block Group 3, Census Tract 6109, San Mateo County, California",38,0,12,0,0,8,24,85,0,0,0,86,0,0,16,21,13,0,47,60,0,0,18,11,0,30,28,0,0,73,0,15,0,90,0,29,248,15,277,608,403,"06","081","610900","3"
"Block Group 1, Census Tract 6109, San Mateo County, California",68,17,77,26,0,96,0,9,0,24,0,0,63,0,36,61,231,15,16,27,80,26,0,13,0,0,48,0,0,102,95,23,167,223,0,21,1095,9,187,1358,1586,"06","081","610900","1"
"Block Group 4, Census Tract 6109, San Mateo County, California",24,13,37,0,0,0,0,0,0,0,0,0,38,0,87,14,33,30,0,0,49,18,0,0,41,0,0,0,0,0,24,24,0,73,0,0,395,0,60,522,560,"06","081","610900","4"
"Block Group 1, Census Tract 6118, San Mateo County, California",29,0,34,3,0,0,0,15,0,27,0,37,92,5,38,77,102,99,24,4,6,4,0,0,8,0,41,0,0,77,73,78,44,117,17,52,61,278,16,889,1167,"06","081","611800","1"
"Block Group 2, Census Tract 6118, San Mateo County, California",16,0,26,0,6,0,0,0,0,10,4,25,114,68,45,29,171,72,13,16,4,18,0,26,8,0,15,0,0,63,63,49,24,50,0,46,74,356,58,675,1460,"06","081","611800","2"
"Block Group 3, Census Tract 6126, San Mateo County, California",61,0,41,0,0,23,10,0,0,0,0,0,0,0,34,13,0,0,68,48,0,0,19,33,42,45,0,0,0,0,0,47,0,11,0,0,792,12,309,1113,30,"06","081","612600","3"
"Block Group 2, Census Tract 6126, San Mateo County, California",47,28,234,0,22,12,16,98,0,0,0,0,0,0,12,0,0,21,97,51,14,0,41,0,0,125,0,0,0,16,0,0,0,17,0,0,732,0,366,1134,36,"06","081","612600","2"
"Block Group 1, Census Tract 6126, San Mateo County, California",48,12,107,0,17,57,31,25,0,0,16,20,13,0,0,0,0,0,30,40,37,0,0,37,22,33,0,0,0,0,0,0,88,27,16,0,904,0,94,1055,24,"06","081","612600","1"
"Block Group 4, Census Tract 6126, San Mateo County, California",80,0,181,0,16,49,126,23,0,0,0,0,16,0,0,22,0,0,19,87,48,14,48,102,0,24,0,0,0,0,0,19,0,0,0,0,1007,0,106,1238,120,"06","081","612600","4"
"Block Group 3, Census Tract 6132, San Mateo County, California",136,15,44,0,47,27,0,35,0,0,0,0,0,0,0,0,0,15,30,47,14,17,0,40,0,43,0,0,0,0,0,0,19,30,0,15,953,0,49,1099,33,"06","081","613200","3"
"Block Group 4, Census Tract 6132, San Mateo County, California",138,21,187,0,0,0,0,0,0,0,0,0,0,0,0,21,0,63,37,70,30,14,15,108,21,21,23,0,0,0,0,22,38,26,0,0,1597,7,152,1837,64,"06","081","613200","4"
"Block Group 5, Census Tract 6132, San Mateo County, California",44,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,18,15,0,0,0,0,0,0,0,0,35,0,24,482,0,42,542,0,"06","081","613200","5"
"Block Group 1, Census Tract 6132, San Mateo County, California",129,0,55,13,16,0,14,14,0,0,0,0,0,0,47,0,58,24,105,107,32,0,21,0,0,50,0,0,0,0,0,0,14,0,0,0,1222,0,71,1537,116,"06","081","613200","1"
"Block Group 2, Census Tract 6132, San Mateo County, California",117,15,29,2,30,52,0,45,0,15,0,32,0,0,62,17,0,21,44,36,15,0,15,2,14,66,0,0,0,0,0,19,18,0,0,14,1331,15,112,1594,115,"06","081","613200","2"
"Block Group 1, Census Tract 6134, San Mateo County, California",100,23,22,0,10,7,0,25,0,0,0,0,0,0,27,7,0,14,7,32,3,0,0,19,5,20,0,6,0,0,0,7,40,28,6,0,897,0,62,988,15,"06","081","613400","1"
"Block Group 3, Census Tract 6134, San Mateo County, California",202,46,44,0,5,0,0,19,0,0,0,0,25,14,20,41,15,42,48,43,5,0,55,20,24,10,0,0,0,22,10,12,27,48,0,9,1144,0,43,1205,193,"06","081","613400","3"
"Block Group 2, Census Tract 6134, San Mateo County, California",65,37,55,0,5,0,0,0,0,0,4,0,4,5,19,5,16,7,14,74,26,0,12,0,8,15,0,0,0,0,0,0,20,8,0,6,543,0,56,624,80,"06","081","613400","2"
"Block Group 1, Census Tract 6137, San Mateo County, California",114,23,67,22,0,37,0,0,0,0,45,26,173,0,48,15,115,35,80,22,18,0,44,0,0,75,15,0,29,74,26,0,156,70,20,83,1412,0,141,1790,799,"06","081","613700","1"
"Block Group 2, Census Tract 6137, San Mateo County, California",40,0,19,0,0,0,0,0,0,0,0,0,33,0,21,0,17,0,42,41,18,0,0,21,0,19,0,23,0,0,0,16,15,14,0,0,584,0,0,623,0,"06","081","613700","2"
"Block Group 3, Census Tract 6137, San Mateo County, California",34,0,36,0,10,0,0,0,0,0,0,109,109,0,0,21,62,102,16,0,0,30,13,0,24,22,0,0,0,74,92,30,28,53,17,0,237,0,0,366,1427,"06","081","613700","3"
"Block Group 4, Census Tract 6137, San Mateo County, California",190,0,80,0,0,39,19,41,0,0,0,0,55,0,94,0,58,0,71,61,31,0,0,81,0,57,34,0,0,0,0,15,103,104,0,24,1552,0,82,1643,261,"06","081","613700","4"
"Block Group 5, Census Tract 6137, San Mateo County, California",161,37,40,0,0,18,44,0,0,62,0,84,0,0,31,20,55,17,135,44,52,20,84,63,108,52,0,0,0,36,0,0,108,72,0,29,1945,0,184,2217,93,"06","081","613700","5"
"Block Group 1, Census Tract 6083, San Mateo County, California",118,8,214,7,0,57,24,30,0,20,0,8,6,0,47,42,68,53,59,94,78,0,13,18,10,51,0,0,0,21,0,51,24,28,0,0,822,119,962,1945,97,"06","081","608300","1"
"Block Group 2, Census Tract 6083, San Mateo County, California",158,0,212,0,11,14,11,9,0,0,0,33,0,18,33,18,0,113,37,42,87,9,0,34,17,25,10,0,0,0,8,28,10,26,0,0,446,65,890,1570,259,"06","081","608300","2"
"Block Group 1, Census Tract 6093, San Mateo County, California",89,37,49,18,4,12,0,20,0,0,0,17,18,0,32,55,0,52,67,10,28,0,0,20,11,53,0,0,0,0,0,14,61,73,0,39,1081,0,120,1293,209,"06","081","609300","1"
"Block Group 2, Census Tract 6093, San Mateo County, California",144,0,59,14,9,20,34,14,0,0,0,0,0,0,100,19,49,28,87,66,20,48,0,34,5,53,0,0,0,0,0,10,7,22,0,7,1672,0,216,1964,106,"06","081","609300","2"
"Block Group 2, Census Tract 6127, San Mateo County, California",76,29,11,6,13,0,0,39,0,0,0,8,0,0,63,9,6,8,28,15,18,0,13,14,20,26,0,0,0,11,0,14,23,16,0,0,908,1,60,1010,100,"06","081","612700","2"
"Block Group 1, Census Tract 6127, San Mateo County, California",74,23,38,0,5,0,18,19,0,8,0,9,0,0,44,0,0,0,69,14,14,0,11,22,2,57,0,0,0,0,0,0,12,0,0,0,856,0,112,1003,16,"06","081","612700","1"
"Block Group 3, Census Tract 6129, San Mateo County, California",139,37,39,0,0,21,9,0,0,0,0,0,0,0,24,8,7,0,57,0,31,9,8,14,0,34,0,0,0,0,0,0,19,25,0,0,648,12,320,998,21,"06","081","612900","3"
"Block Group 1, Census Tract 6129, San Mateo County, California",72,29,108,0,28,40,10,17,0,8,0,8,0,0,6,27,0,0,87,3,28,0,6,38,30,29,0,0,0,0,15,26,30,74,0,11,1103,7,249,1439,149,"06","081","612900","1"
"Block Group 2, Census Tract 6129, San Mateo County, California",52,8,30,0,12,14,22,29,0,0,0,0,0,0,21,8,0,0,27,21,44,8,0,32,21,18,0,0,0,0,0,0,7,13,0,0,451,2,148,685,3,"06","081","612900","2"
"Block Group 4, Census Tract 6129, San Mateo County, California",52,0,80,0,15,44,10,14,0,0,9,0,0,0,16,9,0,0,10,16,55,10,0,87,8,36,0,0,0,0,0,0,18,28,0,13,795,91,279,1215,36,"06","081","612900","4"
"Block Group 2, Census Tract 6133, San Mateo County, California",76,37,56,0,6,5,0,21,0,12,0,7,9,8,29,27,10,0,44,7,15,8,11,11,4,32,0,0,0,26,0,22,19,25,0,0,998,0,73,1088,110,"06","081","613300","2"
"Block Group 1, Census Tract 6133, San Mateo County, California",190,18,62,0,35,0,0,42,0,15,0,21,0,0,22,20,13,10,58,28,17,0,37,9,0,21,0,0,0,0,0,32,47,15,12,0,1467,2,89,1644,85,"06","081","613300","1"
"Block Group 4, Census Tract 6136, San Mateo County, California",14,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,167,14,7,0,0,0,0,0,0,0,0,0,0,32,33,0,0,83,0,0,206,0,0,213,804,"06","081","613600","4"
"Block Group 2, Census Tract 6136, San Mateo County, California",182,38,57,0,0,0,0,57,15,0,17,0,0,0,0,0,121,0,96,15,16,47,0,15,36,99,0,0,0,0,22,37,0,33,0,13,1607,16,87,1777,473,"06","081","613600","2"
"Block Group 3, Census Tract 6136, San Mateo County, California",60,0,0,0,0,13,0,28,0,0,0,19,0,37,0,0,39,0,28,11,0,15,20,0,14,33,0,0,0,19,0,0,35,0,0,0,738,0,0,764,0,"06","081","613600","3"
"Block Group 1, Census Tract 6136, San Mateo County, California",273,15,62,15,0,36,0,0,0,44,0,0,0,0,54,40,163,60,36,64,39,0,23,134,78,0,50,0,0,19,0,99,54,69,0,0,2456,0,0,2614,179,"06","081","613600","1"
"Block Group 3, Census Tract 6087, San Mateo County, California",49,0,63,0,0,0,17,12,0,0,0,18,0,0,12,21,0,23,106,0,34,0,0,14,27,0,0,0,0,0,0,66,18,0,0,0,593,58,173,864,50,"06","081","608700","3"
"Block Group 5, Census Tract 6087, San Mateo County, California",169,31,65,0,19,0,0,12,0,17,0,0,0,0,0,44,0,31,108,27,0,0,0,37,15,0,0,0,0,0,0,12,0,58,0,23,1083,10,261,1469,126,"06","081","608700","5"
"Block Group 1, Census Tract 6087, San Mateo County, California",168,6,125,0,7,12,19,21,0,0,18,21,0,0,112,7,26,59,114,48,55,18,8,23,0,35,0,0,0,0,0,33,19,33,0,0,1306,0,407,1854,85,"06","081","608700","1"
"Block Group 2, Census Tract 6087, San Mateo County, California",33,0,135,18,0,0,19,19,0,0,0,0,59,6,37,25,51,35,54,37,68,0,0,11,0,78,0,0,0,0,0,10,22,64,21,17,638,27,480,1285,175,"06","081","608700","2"
"Block Group 4, Census Tract 6087, San Mateo County, California",65,51,13,0,13,0,11,25,0,0,16,7,0,0,54,29,5,0,102,34,27,7,0,16,0,20,4,0,0,14,0,21,70,69,0,0,921,26,108,1187,192,"06","081","608700","4"
"Block Group 2, Census Tract 6096.03, San Mateo County, California",71,15,53,0,53,0,26,11,0,22,0,0,17,0,109,0,19,41,33,35,30,0,14,47,17,9,0,0,0,0,0,0,63,138,0,0,1124,0,199,1474,9,"06","081","609603","2"
"Block Group 3, Census Tract 6096.03, San Mateo County, California",132,17,41,0,0,0,0,0,0,0,0,0,8,31,75,0,17,25,78,38,0,0,0,67,14,9,0,0,0,0,0,19,19,51,0,0,1214,0,135,1349,139,"06","081","609603","3"
"Block Group 4, Census Tract 6096.03, San Mateo County, California",63,39,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,24,15,0,44,0,0,0,36,0,0,0,0,0,0,0,0,0,0,423,0,16,439,76,"06","081","609603","4"
"Block Group 1, Census Tract 6096.03, San Mateo County, California",120,34,206,0,0,30,17,0,0,0,0,0,8,21,58,0,19,24,35,28,94,0,16,0,50,66,0,0,0,0,0,0,16,111,0,15,1058,21,361,1530,116,"06","081","609603","1"
"Block Group 1, Census Tract 6119, San Mateo County, California",21,0,51,0,0,0,0,0,0,0,0,68,79,0,31,20,60,154,0,0,0,0,0,28,0,0,72,0,0,23,54,39,0,64,0,75,116,106,98,398,1022,"06","081","611900","1"
"Block Group 4, Census Tract 6119, San Mateo County, California",20,0,0,0,0,0,24,0,14,0,0,0,45,11,0,89,36,52,0,0,0,0,0,35,21,11,0,0,0,0,51,66,26,90,0,67,72,207,55,491,825,"06","081","611900","4"
"Block Group 6, Census Tract 6119, San Mateo County, California",38,21,19,0,0,0,35,0,0,53,0,127,14,0,0,108,98,97,17,0,28,0,0,56,0,19,0,0,0,88,0,171,19,0,0,0,374,121,98,1053,1027,"06","081","611900","6"
"Block Group 2, Census Tract 6119, San Mateo County, California",68,0,41,0,0,0,0,0,0,0,0,155,98,0,0,60,73,91,41,16,0,0,0,0,0,0,13,0,0,101,79,47,21,0,0,23,104,159,13,588,1175,"06","081","611900","2"
"Block Group 5, Census Tract 6119, San Mateo County, California",45,89,106,24,12,0,0,0,0,0,0,34,0,0,101,40,166,62,33,32,13,0,0,15,18,91,20,0,0,98,70,6,49,98,0,50,529,271,382,1548,909,"06","081","611900","5"
"Block Group 3, Census Tract 6119, San Mateo County, California",40,0,70,0,0,15,0,0,0,0,0,0,56,0,15,59,17,15,14,0,0,0,0,27,0,0,0,0,0,0,0,81,185,40,0,0,145,287,13,445,592,"06","081","611900","3"
"Block Group 2, Census Tract 6128, San Mateo County, California",65,60,79,0,14,17,0,34,0,0,0,0,0,12,99,0,9,0,17,25,23,0,0,50,13,78,0,0,0,0,0,12,49,0,0,0,1251,0,184,1491,49,"06","081","612800","2"
"Block Group 1, Census Tract 6128, San Mateo County, California",127,68,69,0,22,31,33,37,0,0,0,10,0,2,26,0,0,13,88,40,17,0,0,25,24,44,2,0,0,0,0,31,6,19,18,0,1542,4,80,1730,160,"06","081","612800","1"
"Block Group 1, Census Tract 6018, San Mateo County, California",111,62,161,28,36,22,0,18,0,17,0,0,0,49,61,113,87,88,66,97,72,30,46,96,12,126,48,25,0,0,50,55,135,175,0,33,1201,0,1544,3116,883,"06","081","601800","1"
"Block Group 2, Census Tract 6018, San Mateo County, California",74,85,78,0,0,33,25,17,0,0,0,24,160,0,65,51,83,129,18,71,0,0,0,81,0,48,54,0,0,16,22,57,107,211,0,51,851,45,1293,2228,941,"06","081","601800","2"
"Block Group 2, Census Tract 6008, San Mateo County, California",13,39,109,0,0,13,0,14,0,28,0,31,36,14,65,75,0,167,0,43,0,0,18,11,0,19,65,0,0,0,24,74,68,159,0,14,211,251,1262,1841,309,"06","081","600800","2"
"Block Group 3, Census Tract 6008, San Mateo County, California",23,12,55,0,0,0,0,0,16,0,0,89,23,0,72,60,51,17,40,69,50,0,0,78,0,58,0,0,0,205,23,43,61,134,0,14,643,157,568,1383,496,"06","081","600800","3"
"Block Group 1, Census Tract 6008, San Mateo County, California",0,65,0,0,0,0,0,19,6,33,0,31,7,0,108,78,78,42,16,0,0,36,0,0,17,0,80,0,0,32,75,0,133,99,0,0,122,163,1137,1482,366,"06","081","600800","1"
"Block Group 4, Census Tract 6008, San Mateo County, California",19,0,35,0,0,0,0,17,13,14,0,88,17,17,43,68,18,47,0,0,0,0,0,21,0,96,66,0,0,60,0,0,41,19,0,0,33,66,963,1085,188,"06","081","600800","4"
"Block Group 2, Census Tract 6012, San Mateo County, California",0,0,0,0,0,27,13,0,0,0,32,0,0,0,25,73,22,0,0,0,0,0,0,28,0,0,50,0,0,11,24,26,28,89,0,26,321,7,651,994,51,"06","081","601200","2"
"Block Group 4, Census Tract 6012, San Mateo County, California",22,25,93,18,24,0,0,42,8,0,28,0,48,0,58,4,18,100,174,92,14,43,0,23,0,55,18,0,0,0,0,4,0,120,0,0,376,0,802,1178,395,"06","081","601200","4"
"Block Group 1, Census Tract 6012, San Mateo County, California",9,0,41,0,16,0,0,41,37,8,0,6,22,2,174,119,105,290,46,9,16,0,0,15,0,184,22,0,0,33,120,60,79,98,0,35,240,56,1153,1554,929,"06","081","601200","1"
"Block Group 3, Census Tract 6012, San Mateo County, California",0,38,12,0,0,10,9,0,0,5,0,0,7,0,82,69,81,98,0,33,15,0,0,58,10,26,0,0,0,0,63,52,60,41,0,0,622,58,422,1153,502,"06","081","601200","3"
"Block Group 4, Census Tract 6026, San Mateo County, California",94,32,94,0,0,21,15,24,0,20,55,0,0,0,91,81,22,61,28,59,22,14,0,0,28,70,0,0,0,18,82,19,59,98,0,21,129,0,1500,1773,210,"06","081","602600","4"
"Block Group 1, Census Tract 6026, San Mateo County, California",55,0,40,1,0,0,0,0,14,0,18,51,0,0,46,39,21,31,11,52,15,0,0,0,0,70,0,0,0,34,0,16,16,104,0,0,95,13,913,1023,12,"06","081","602600","1"
"Block Group 2, Census Tract 6026, San Mateo County, California",118,69,105,25,0,0,16,46,16,0,0,0,45,0,116,42,67,99,49,76,0,0,0,44,19,68,150,33,0,54,20,50,101,125,0,30,436,310,1809,2672,113,"06","081","602600","2"
"Block Group 3, Census Tract 6026, San Mateo County, California",133,34,126,0,0,0,39,0,0,14,19,27,21,78,12,92,43,126,63,76,40,0,0,17,20,87,0,34,0,0,17,105,0,108,16,0,142,0,1804,2027,187,"06","081","602600","3"
"Block Group 2, Census Tract 6031, San Mateo County, California",88,0,23,9,19,0,16,0,0,0,7,11,0,17,33,19,37,21,62,34,30,47,22,34,12,48,25,0,0,8,0,33,22,37,0,0,782,21,132,1041,217,"06","081","603100","2"
"Block Group 1, Census Tract 6031, San Mateo County, California",134,36,73,12,0,21,37,0,0,0,0,42,78,0,43,25,88,45,91,16,50,9,7,58,7,43,10,0,0,128,0,0,70,54,0,0,1371,8,211,1704,446,"06","081","603100","1"
"Block Group 3, Census Tract 6045, San Mateo County, California",115,31,59,2,14,24,0,28,0,12,0,0,10,35,61,17,42,31,38,43,40,15,0,61,0,43,0,0,0,52,11,39,14,60,0,0,979,0,1004,2046,84,"06","081","604500","3"
"Block Group 1, Census Tract 6045, San Mateo County, California",31,0,26,0,0,0,0,10,10,0,0,0,0,0,0,26,34,24,44,8,9,0,0,0,0,21,0,0,0,0,0,39,11,20,0,0,231,0,255,618,95,"06","081","604500","1"
"Block Group 2, Census Tract 6045, San Mateo County, California",82,0,10,0,0,20,11,0,0,0,0,0,18,0,69,32,21,14,30,9,10,0,0,24,0,32,15,0,0,0,44,0,21,79,0,0,359,26,351,749,178,"06","081","604500","2"
"Block Group 1, Census Tract 6060, San Mateo County, California",144,41,41,0,17,0,16,17,0,14,0,38,69,2,90,125,51,32,85,0,20,17,0,137,30,96,0,0,0,21,0,43,58,72,0,20,1307,104,395,1864,717,"06","081","606000","1"
"Block Group 2, Census Tract 6060, San Mateo County, California",26,0,133,0,34,46,0,40,0,0,0,220,50,0,34,0,124,86,0,39,0,0,0,17,37,33,0,0,0,53,104,118,61,85,0,28,845,50,362,1308,1454,"06","081","606000","2"
"Block Group 1, Census Tract 6067, San Mateo County, California",51,14,11,0,0,0,0,9,0,0,0,0,0,0,41,15,5,10,26,22,5,0,13,13,0,5,0,0,0,13,0,5,18,0,0,0,451,0,195,693,44,"06","081","606700","1"
"Block Group 2, Census Tract 6067, San Mateo County, California",151,84,44,0,39,26,15,23,0,8,17,21,0,16,40,39,19,21,69,56,29,0,6,58,0,53,8,7,0,31,0,5,43,51,0,7,1056,0,478,1648,117,"06","081","606700","2"
"Block Group 2, Census Tract 6070, San Mateo County, California",186,71,91,0,21,46,29,21,0,0,0,0,0,9,93,63,42,35,124,39,34,8,8,159,23,47,0,20,0,24,0,43,87,102,0,15,1667,31,713,2637,175,"06","081","607000","2"
"Block Group 1, Census Tract 6070, San Mateo County, California",19,21,23,7,0,0,0,0,0,0,0,36,0,13,0,24,40,23,67,22,10,0,0,26,25,7,0,0,0,0,0,24,10,0,0,0,303,0,121,558,127,"06","081","607000","1"
"Block Group 1, Census Tract 6071, San Mateo County, California",39,31,44,0,0,0,0,0,6,0,0,13,0,0,0,0,22,0,56,28,16,21,9,11,0,22,0,0,0,8,0,13,12,9,0,0,559,0,111,670,59,"06","081","607100","1"
"Block Group 2, Census Tract 6071, San Mateo County, California",65,8,79,0,12,8,34,3,0,0,0,13,0,0,27,0,0,6,59,19,32,0,10,6,0,47,0,0,0,0,0,4,9,9,0,11,679,19,289,1019,71,"06","081","607100","2"
"Block Group 3, Census Tract 6071, San Mateo County, California",64,52,30,0,0,0,0,11,0,0,10,30,0,0,56,12,19,0,67,37,31,10,21,9,0,0,0,11,0,0,0,0,74,16,10,0,700,0,369,1193,83,"06","081","607100","3"
"Block Group 1, Census Tract 6075, San Mateo County, California",326,81,305,24,16,33,33,16,10,8,17,66,38,45,90,81,112,50,104,113,121,7,33,106,34,76,0,15,0,17,39,63,163,224,0,17,1485,160,1407,3369,1044,"06","081","607500","1"
"Block Group 2, Census Tract 6033, San Mateo County, California",51,75,122,0,12,23,31,0,0,11,38,12,0,14,79,51,111,53,79,157,57,12,0,57,21,48,0,0,16,0,0,75,31,110,0,40,1725,0,461,2276,306,"06","081","603300","2"
"Block Group 1, Census Tract 6033, San Mateo County, California",124,38,38,0,0,65,13,0,0,0,15,0,0,19,52,31,29,31,11,17,12,0,0,98,0,148,0,0,0,0,0,15,26,169,0,49,1345,0,278,1692,180,"06","081","603300","1"
"Block Group 3, Census Tract 6033, San Mateo County, California",63,41,35,0,0,8,22,30,0,2,9,13,0,28,112,26,145,90,32,36,0,0,0,45,67,143,0,0,0,25,32,0,79,92,0,21,1447,8,230,2083,249,"06","081","603300","3"
"Block Group 2, Census Tract 6046, San Mateo County, California",81,36,7,0,0,6,12,38,0,6,0,5,14,11,40,28,15,15,90,12,14,6,0,26,0,63,19,0,0,5,0,30,55,51,0,8,610,0,661,1293,45,"06","081","604600","2"
"Block Group 1, Census Tract 6046, San Mateo County, California",67,12,59,12,9,15,16,22,0,6,11,0,27,5,71,24,49,44,81,39,22,3,0,18,0,50,0,0,0,0,0,35,35,44,0,0,586,9,849,1574,82,"06","081","604600","1"
"Block Group 2, Census Tract 6055, San Mateo County, California",19,21,31,0,21,0,0,9,0,0,0,54,0,0,32,30,23,10,21,28,31,0,0,0,0,23,0,0,0,17,0,0,21,0,0,0,406,0,230,676,117,"06","081","605500","2"
"Block Group 3, Census Tract 6055, San Mateo County, California",81,18,77,5,0,0,0,31,0,0,0,46,0,12,42,0,0,0,63,83,0,0,64,25,27,67,0,0,0,26,14,55,80,42,0,0,846,71,317,1329,213,"06","081","605500","3"
"Block Group 1, Census Tract 6055, San Mateo County, California",151,36,324,0,0,28,13,11,0,0,0,15,0,0,150,13,28,86,273,201,181,56,10,187,24,71,17,0,0,58,58,59,48,69,0,28,2017,34,691,2811,370,"06","081","605500","1"
"Block Group 3, Census Tract 6058, San Mateo County, California",74,30,17,0,34,0,0,27,0,0,0,0,0,0,0,9,0,0,34,9,9,0,0,0,0,11,0,0,0,0,0,0,19,0,0,7,601,26,130,799,18,"06","081","605800","3"
"Block Group 1, Census Tract 6058, San Mateo County, California",18,25,53,0,0,0,12,0,8,0,0,0,15,0,23,16,1,17,33,34,9,9,23,0,0,0,0,0,0,0,0,0,4,12,0,0,377,0,123,508,69,"06","081","605800","1"
"Block Group 2, Census Tract 6058, San Mateo County, California",133,100,0,0,9,18,12,0,0,10,0,0,0,19,14,18,18,73,71,40,35,0,9,11,0,14,0,0,0,0,0,0,0,76,0,36,927,23,185,1240,132,"06","081","605800","2"
"Block Group 1, Census Tract 6074, San Mateo County, California",108,17,164,0,30,18,11,20,0,0,9,4,13,36,30,30,22,36,119,147,33,7,26,50,21,21,9,0,0,24,16,19,45,132,0,11,891,58,677,1805,324,"06","081","607400","1"
"Block Group 2, Census Tract 6074, San Mateo County, California",25,0,15,0,0,0,16,0,0,0,0,0,0,17,17,19,51,60,9,21,0,31,0,0,0,17,0,0,0,26,0,8,20,86,36,23,366,10,73,509,293,"06","081","607400","2"
"Block Group 3, Census Tract 6074, San Mateo County, California",52,50,98,0,0,23,48,14,0,11,0,36,10,0,12,45,60,31,80,28,22,0,9,45,16,38,0,0,0,11,11,29,55,46,0,13,854,16,493,1414,550,"06","081","607400","3"
"Block Group 1, Census Tract 6079, San Mateo County, California",121,49,29,0,0,42,11,0,0,0,0,24,0,0,22,12,0,52,73,55,64,10,16,40,0,38,0,0,0,0,0,50,39,65,0,10,924,0,242,1178,98,"06","081","607900","1"
"Block Group 2, Census Tract 6079, San Mateo County, California",57,17,35,0,0,16,13,0,0,0,0,0,0,0,23,0,7,0,11,2,19,0,11,53,8,0,0,0,0,19,0,0,17,42,0,4,277,0,300,633,54,"06","081","607900","2"
"Block Group 3, Census Tract 6079, San Mateo County, California",135,11,102,0,10,11,0,0,0,0,0,0,0,11,42,0,0,73,75,20,79,0,11,27,19,16,0,0,0,0,0,0,21,62,0,7,460,13,559,1081,0,"06","081","607900","3"
"Block Group 2, Census Tract 6084, San Mateo County, California",144,55,248,0,0,0,67,30,0,15,0,17,0,17,0,48,43,47,74,44,40,0,0,126,16,46,17,0,0,0,0,42,40,66,0,44,805,0,822,1944,171,"06","081","608400","2"
"Block Group 1, Census Tract 6084, San Mateo County, California",128,0,214,0,0,0,77,0,0,0,0,34,68,14,69,63,100,333,60,35,100,13,0,39,27,28,17,0,0,42,43,96,16,118,0,42,598,179,797,1688,978,"06","081","608400","1"
"Block Group 3, Census Tract 6084, San Mateo County, California",0,18,70,4,0,11,0,0,0,0,0,126,7,72,45,56,67,18,0,0,31,0,0,0,0,34,16,0,0,0,87,23,88,37,0,40,418,0,74,619,626,"06","081","608400","3"
"Block Group 2, Census Tract 6085.01, San Mateo County, California",84,32,62,0,0,0,13,17,0,0,0,11,24,18,84,37,147,83,28,57,8,4,0,83,0,65,0,10,12,0,12,49,108,64,0,10,927,49,347,1443,471,"06","081","608501","2"
"Block Group 4, Census Tract 6085.01, San Mateo County, California",25,20,71,16,0,0,0,0,0,13,0,0,0,0,29,35,22,9,26,0,15,0,22,0,0,29,0,0,0,14,0,19,2,50,0,0,395,0,219,704,158,"06","081","608501","4"
"Block Group 1, Census Tract 6085.01, San Mateo County, California",44,9,63,0,0,13,0,12,0,0,0,61,43,13,10,56,58,35,18,23,15,0,0,31,13,37,30,0,0,11,0,30,10,25,0,0,635,25,190,904,370,"06","081","608501","1"
"Block Group 3, Census Tract 6085.01, San Mateo County, California",71,8,20,0,0,23,20,38,0,0,0,0,13,0,26,9,37,55,39,33,0,0,0,32,0,22,9,0,0,27,0,23,0,42,0,0,699,0,169,926,230,"06","081","608501","3"
"Block Group 2, Census Tract 6053, San Mateo County, California",89,37,45,0,0,11,22,0,0,0,0,24,0,15,32,13,28,16,81,40,0,14,0,35,8,66,6,11,0,0,0,20,53,26,0,10,952,7,266,1264,208,"06","081","605300","2"
"Block Group 3, Census Tract 6053, San Mateo County, California",64,49,0,6,7,0,15,12,0,0,0,0,0,6,31,11,0,22,72,8,24,8,9,55,10,0,0,0,0,9,0,38,0,15,0,0,603,13,279,945,80,"06","081","605300","3"
"Block Group 1, Census Tract 6053, San Mateo County, California",162,38,57,0,0,0,30,10,0,0,0,6,0,0,27,0,28,0,54,56,20,24,0,33,19,43,0,0,7,27,0,33,28,15,0,18,710,14,245,1068,194,"06","081","605300","1"
"Block Group 4, Census Tract 6053, San Mateo County, California",41,26,55,0,10,11,5,16,0,0,0,0,0,0,0,10,7,38,17,7,22,0,0,39,6,17,0,0,0,7,0,0,24,16,0,7,508,0,208,811,17,"06","081","605300","4"
