"NAME","B25009_001E","B11002_001E","B23025_004E","B23025_006E","B19001_001E","B19001_002E","B19001_003E","B19001_004E","B19001_005E","B19001_006E","B19001_007E","B19001_008E","B19001_009E","B19001_010E","B19001_011E","B19001_012E","B19001_013E","B19001_014E","B19001_015E","B19001_016E","B19001_017E","B01001_003E","B01001_004E","B01001_005E","B01001_006E","B01001_007E","B01001_008E","B01001_009E","B01001_010E","B01001_011E","B01001_012E","B01001_013E","B01001_014E","B01001_015E","B01001_016E","B01001_017E","B01001_018E","B01001_019E","B01001_020E","B01001_021E","B01001_022E","B01001_023E","B01001_024E","B01001_025E","B01001_027E","B01001_028E","B01001_029E","B01001_030E","B01001_031E","state","county","tract","block group"
"Block Group 2, Census Tract 3040.04, Contra Costa County, California",508,1102,605,0,508,11,8,0,9,0,40,8,8,0,65,24,61,112,27,97,38,0,0,34,0,0,0,11,43,8,24,12,49,18,32,84,33,30,19,33,21,11,0,0,13,17,35,20,10,"06","013","304004","2"
"Block Group 1, Census Tract 3040.04, Contra Costa County, California",1082,2692,1390,0,1082,26,28,9,0,36,12,10,11,22,12,78,212,125,69,143,289,50,143,60,34,30,0,0,44,140,40,71,21,90,116,172,39,61,26,70,165,50,0,12,76,14,31,58,0,"06","013","304004","1"
"Block Group 0, Census Tract 9900, Contra Costa County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","013","990000","0"
"Block Group 1, Census Tract 3032.03, Contra Costa County, California",2988,9664,4153,0,2988,91,18,85,28,81,83,81,83,70,222,91,326,352,382,514,481,186,390,407,144,196,142,132,269,205,227,248,213,363,485,363,107,61,59,117,214,61,92,51,499,377,344,214,136,"06","013","303203","1"
"Block Group 1, Census Tract 3020.09, Contra Costa County, California",929,3436,1658,0,929,11,29,0,64,0,51,33,8,69,59,25,127,95,99,175,84,161,73,150,86,113,20,13,85,228,82,55,55,121,119,136,86,51,14,36,94,30,18,0,105,41,103,93,9,"06","013","302009","1"
"Block Group 2, Census Tract 3020.09, Contra Costa County, California",1132,4098,1998,12,1132,47,12,29,66,44,37,67,31,15,33,67,121,167,159,160,77,207,132,229,43,67,46,18,78,163,120,131,79,136,150,107,20,17,7,17,69,0,9,0,166,144,149,151,107,"06","013","302009","2"
"Block Group 1, Census Tract 3020.10, Contra Costa County, California",1155,3866,2160,0,1155,14,0,0,26,17,27,13,0,0,99,62,124,300,160,195,118,53,81,232,104,122,95,0,66,31,16,151,237,113,214,156,8,107,0,70,19,28,17,13,125,203,209,17,112,"06","013","302010","1"
"Block Group 2, Census Tract 3020.10, Contra Costa County, California",688,2044,1109,0,688,0,11,0,0,0,49,11,27,33,75,152,110,112,53,55,0,94,79,121,36,17,57,0,43,143,41,67,41,112,43,38,36,57,0,33,20,20,0,0,61,34,14,69,49,"06","013","302010","2"
"Block Group 4, Census Tract 3020.10, Contra Costa County, California",973,4340,2142,0,973,0,0,16,19,16,14,6,0,0,16,32,112,136,208,248,150,241,160,245,102,52,82,37,102,155,104,145,187,146,83,137,50,16,7,30,0,59,37,33,128,255,140,86,37,"06","013","302010","4"
"Block Group 3, Census Tract 3020.10, Contra Costa County, California",428,1377,803,0,428,16,18,0,0,0,0,0,0,0,21,17,56,53,112,102,33,19,49,120,14,27,0,2,22,20,0,20,48,77,160,41,0,16,0,0,31,18,0,0,16,23,37,67,25,"06","013","302010","3"
"Block Group 2, Census Tract 3132.04, Contra Costa County, California",550,1562,717,0,550,7,0,0,0,18,0,0,0,0,34,40,146,99,90,35,81,37,42,1,31,0,0,0,0,33,10,87,88,95,75,74,14,31,28,24,120,19,7,0,51,19,58,0,0,"06","013","313204","2"
"Block Group 1, Census Tract 3132.04, Contra Costa County, California",666,2585,1103,0,666,14,34,36,57,39,59,8,18,45,55,53,103,58,17,33,37,72,130,120,48,0,82,0,25,150,101,104,111,117,68,15,7,17,25,20,0,7,15,0,154,193,131,31,56,"06","013","313204","1"
"Block Group 3, Census Tract 3132.04, Contra Costa County, California",488,1255,621,17,488,17,69,0,26,0,7,14,14,17,97,79,35,58,12,18,25,88,62,18,18,21,0,31,25,20,54,15,10,25,41,51,0,18,0,10,29,0,0,10,43,10,0,0,0,"06","013","313204","3"
"Block Group 3, Census Tract 3132.03, Contra Costa County, California",255,820,520,2,255,5,0,0,7,9,0,10,0,29,5,36,31,65,25,26,7,0,0,29,17,13,0,33,8,29,51,12,18,0,63,62,15,13,10,30,10,0,6,0,29,25,23,0,21,"06","013","313203","3"
"Block Group 1, Census Tract 3132.03, Contra Costa County, California",490,1767,884,0,490,11,8,0,4,19,9,22,31,4,30,54,115,45,50,63,25,39,34,86,19,27,0,0,103,78,39,53,68,50,93,91,50,21,16,17,12,21,18,0,44,73,69,6,0,"06","013","313203","1"
"Block Group 2, Census Tract 3132.03, Contra Costa County, California",192,639,305,17,192,0,0,0,0,12,19,0,0,14,27,20,50,36,9,0,5,50,0,19,12,0,0,0,44,23,36,19,12,0,37,26,20,10,0,12,7,5,10,0,33,7,33,7,6,"06","013","313203","2"
"Block Group 4, Census Tract 3020.05, Contra Costa County, California",320,1216,348,0,320,0,0,15,0,0,0,21,43,0,35,73,67,53,13,0,0,93,0,15,2,85,0,0,0,18,8,75,59,0,90,18,40,34,0,0,21,21,17,0,29,162,45,47,0,"06","013","302005","4"
"Block Group 1, Census Tract 3020.05, Contra Costa County, California",783,1395,491,0,783,124,92,166,57,58,19,67,24,0,53,38,13,0,13,59,0,13,0,8,49,0,0,63,10,21,13,26,11,100,34,18,0,57,0,89,37,40,19,20,59,30,0,36,49,"06","013","302005","1"
"Block Group 2, Census Tract 3020.05, Contra Costa County, California",660,2683,1027,0,660,23,0,18,52,13,0,55,8,62,9,93,101,161,65,0,0,32,150,142,110,5,26,0,59,94,164,160,4,130,123,104,0,0,42,0,0,76,0,0,148,105,308,13,0,"06","013","302005","2"
"Block Group 3, Census Tract 3020.05, Contra Costa County, California",554,1786,725,0,554,21,31,0,81,14,12,0,0,0,93,32,38,50,56,89,37,20,67,56,38,24,27,14,22,68,72,0,100,106,34,69,0,50,43,21,35,0,23,0,98,68,83,17,57,"06","013","302005","3"
"Block Group 2, Census Tract 3390.01, Contra Costa County, California",888,1766,1272,0,888,28,36,21,0,57,56,29,10,8,64,118,209,122,57,57,16,43,16,40,33,0,17,0,32,166,122,124,72,21,51,8,9,0,8,0,0,0,0,0,8,60,31,59,44,"06","013","339001","2"
"Block Group 1, Census Tract 3390.01, Contra Costa County, California",1006,1730,1075,0,1006,59,17,0,49,52,52,62,24,50,29,64,183,110,95,103,57,64,35,7,0,12,8,7,69,66,169,43,40,50,66,37,8,25,40,21,6,5,58,48,42,42,0,9,32,"06","013","339001","1"
"Block Group 1, Census Tract 3452.04, Contra Costa County, California",723,2287,1030,0,723,25,8,0,10,16,0,9,19,0,18,9,71,49,49,60,380,10,124,67,73,0,14,13,40,67,39,11,101,73,86,107,63,34,27,55,51,27,27,19,57,90,110,85,24,"06","013","345204","1"
"Block Group 2, Census Tract 3452.04, Contra Costa County, California",529,1718,698,0,529,7,9,0,9,0,19,0,27,0,7,27,26,45,40,58,255,34,32,111,59,14,0,0,25,37,39,29,11,75,88,99,9,22,16,17,9,36,35,34,64,71,80,49,26,"06","013","345204","2"
"Block Group 2, Census Tract 3650.03, Contra Costa County, California",602,1217,591,0,602,22,63,19,45,19,81,0,32,24,114,15,57,94,0,17,0,93,13,0,0,12,0,0,0,50,78,0,0,58,0,42,0,58,0,17,18,0,33,0,21,0,29,0,0,"06","013","365003","2"
"Block Group 3, Census Tract 3650.03, Contra Costa County, California",882,1635,940,0,882,13,77,0,0,61,17,58,0,28,99,66,197,27,32,151,56,0,0,28,49,0,0,16,105,185,18,54,75,91,13,36,0,0,0,0,0,0,0,12,30,152,0,95,0,"06","013","365003","3"
"Block Group 1, Census Tract 3650.03, Contra Costa County, California",791,2333,1150,37,791,0,32,48,26,15,65,12,42,56,12,95,93,99,65,77,54,0,91,112,17,50,0,36,58,0,37,108,48,10,118,43,105,41,11,18,35,39,0,0,0,22,31,73,70,"06","013","365003","1"
"Block Group 3, Census Tract 3511.01, Contra Costa County, California",957,1256,203,0,957,42,32,42,41,81,75,82,73,54,43,136,120,42,8,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,52,80,80,83,109,0,0,0,0,0,"06","013","351101","3"
"Block Group 2, Census Tract 3511.01, Contra Costa County, California",298,448,70,0,298,9,0,8,9,8,28,8,0,16,17,77,54,22,8,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,8,24,35,40,34,0,0,0,0,0,"06","013","351101","2"
"Block Group 1, Census Tract 3511.01, Contra Costa County, California",707,951,213,0,707,8,73,14,50,51,22,34,8,53,64,92,95,35,51,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,20,16,80,58,73,52,0,0,0,0,0,"06","013","351101","1"
"Block Group 2, Census Tract 3511.03, Contra Costa County, California",732,1081,131,0,732,25,15,17,23,7,24,17,49,40,55,41,91,154,53,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,11,8,7,8,83,113,37,120,0,0,0,0,0,"06","013","351103","2"
"Block Group 1, Census Tract 3511.03, Contra Costa County, California",554,777,103,0,554,24,34,17,32,40,15,0,8,17,58,24,108,63,15,74,25,0,0,0,0,0,0,0,0,0,0,1,0,12,0,10,23,16,20,1,25,48,105,60,0,0,0,0,0,"06","013","351103","1"
"Block Group 2, Census Tract 3511.02, Contra Costa County, California",459,660,39,0,459,27,43,0,0,0,122,54,0,59,13,55,18,53,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,42,72,52,71,0,0,0,0,0,"06","013","351102","2"
"Block Group 3, Census Tract 3511.02, Contra Costa County, California",866,1226,282,0,866,68,28,43,66,55,43,14,69,54,79,73,164,28,28,40,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,31,45,57,88,94,13,52,0,0,0,0,0,"06","013","351102","3"
"Block Group 1, Census Tract 3511.02, Contra Costa County, California",1340,1613,203,0,1340,97,94,41,81,200,77,28,29,166,142,165,122,14,41,0,43,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,14,4,16,27,81,44,60,251,0,0,0,0,0,"06","013","351102","1"
"Block Group 2, Census Tract 3390.02, Contra Costa County, California",792,1573,1226,0,792,34,0,51,0,51,11,50,16,61,74,37,133,114,58,69,33,25,0,0,0,54,17,0,88,141,72,0,87,24,64,11,13,28,25,0,28,21,0,0,0,0,0,75,49,"06","013","339002","2"
"Block Group 3, Census Tract 3390.02, Contra Costa County, California",1386,2662,1516,0,1386,44,67,184,22,50,114,16,0,80,16,128,182,132,127,59,165,115,0,164,110,31,0,0,71,167,53,88,205,82,95,84,0,47,18,36,24,0,24,40,59,0,50,0,0,"06","013","339002","3"
"Block Group 1, Census Tract 3390.02, Contra Costa County, California",793,1477,893,0,793,0,53,47,13,42,14,20,27,12,151,94,104,66,17,61,72,22,24,0,0,0,0,23,19,210,93,48,27,73,0,49,0,0,17,0,0,0,45,42,48,0,0,0,10,"06","013","339002","1"
"Block Group 4, Census Tract 3390.02, Contra Costa County, California",536,1385,596,0,536,14,0,22,76,0,0,29,0,0,35,10,19,44,37,83,167,42,94,41,0,12,0,0,17,0,63,57,57,97,51,0,0,0,0,19,0,17,27,0,48,88,63,0,0,"06","013","339002","4"
"Block Group 1, Census Tract 3551.17, Contra Costa County, California",1838,7189,3241,0,1838,0,0,0,0,31,0,9,7,8,9,17,97,103,102,301,1154,238,551,501,157,92,43,58,69,66,9,244,495,563,195,154,33,16,24,81,23,14,24,9,167,409,578,200,42,"06","013","355117","1"
"Block Group 1, Census Tract 3551.15, Contra Costa County, California",2597,7772,3686,0,2597,181,92,31,24,76,20,18,114,70,122,255,198,212,221,306,657,355,447,443,197,84,0,30,90,275,279,416,468,267,332,74,37,26,30,20,34,49,0,0,311,419,293,167,25,"06","013","355115","1"
"Block Group 1, Census Tract 3551.16, Contra Costa County, California",2270,8105,3490,13,2270,80,0,0,14,0,22,72,31,53,52,83,162,160,159,323,1059,285,558,595,213,130,41,0,49,74,81,297,519,506,339,88,71,89,0,58,29,68,10,26,164,446,524,298,30,"06","013","355116","1"
"Block Group 4, Census Tract 3382.04, Contra Costa County, California",599,1694,816,0,599,17,13,0,0,0,15,30,20,0,12,98,27,77,46,182,62,58,98,28,0,0,0,0,39,15,64,147,34,26,61,65,17,17,0,0,29,15,0,13,37,90,38,30,0,"06","013","338204","4"
"Block Group 3, Census Tract 3382.04, Contra Costa County, California",616,1326,477,0,616,14,0,0,0,0,18,65,14,44,27,29,72,93,65,45,130,28,60,16,12,19,0,20,0,20,0,7,40,61,0,63,0,14,43,0,71,28,25,0,46,36,16,72,19,"06","013","338204","3"
"Block Group 2, Census Tract 3382.04, Contra Costa County, California",376,904,562,0,376,0,0,0,51,0,14,23,0,0,39,14,129,0,29,29,48,15,0,72,43,0,0,0,23,48,20,119,0,30,39,41,16,20,0,15,25,0,12,0,15,15,17,24,0,"06","013","338204","2"
"Block Group 1, Census Tract 3382.04, Contra Costa County, California",1136,2217,1282,0,1136,48,14,14,57,23,0,71,50,39,28,116,220,50,85,199,122,91,38,42,0,0,0,0,23,44,185,111,62,45,44,31,25,17,23,15,28,67,0,18,38,0,0,18,0,"06","013","338204","1"
"Block Group 3, Census Tract 3570, Contra Costa County, California",594,1347,784,0,594,14,0,0,27,0,0,19,16,19,82,80,149,82,38,39,29,3,9,39,12,0,0,0,14,100,52,49,29,31,94,45,24,45,15,19,7,7,10,0,90,22,42,37,0,"06","013","357000","3"
"Block Group 1, Census Tract 3570, Contra Costa County, California",438,891,350,28,438,46,32,49,28,23,20,23,14,20,31,0,75,20,32,18,7,13,11,7,0,20,0,0,28,23,18,3,29,59,18,66,30,16,0,10,19,0,0,7,33,66,30,7,0,"06","013","357000","1"
"Block Group 2, Census Tract 3570, Contra Costa County, California",462,963,559,0,462,0,7,0,0,21,11,8,9,10,7,22,63,86,113,68,37,15,27,12,19,0,0,0,0,10,44,4,42,45,48,66,53,0,11,15,32,20,0,7,24,0,0,27,40,"06","013","357000","2"
"Block Group 3, Census Tract 3383.02, Contra Costa County, California",818,2263,1080,0,818,67,0,0,15,0,15,0,15,69,11,32,78,113,47,145,211,55,36,72,74,0,0,0,46,66,78,14,83,65,106,116,0,31,20,0,75,36,0,30,85,70,87,157,63,"06","013","338302","3"
"Block Group 1, Census Tract 3383.02, Contra Costa County, California",757,2240,881,0,757,5,34,0,16,0,0,45,0,13,16,52,40,18,92,108,318,102,56,73,78,36,0,0,0,46,42,48,41,43,165,79,36,36,45,51,60,45,27,70,86,15,97,38,0,"06","013","338302","1"
"Block Group 2, Census Tract 3383.02, Contra Costa County, California",529,1577,626,0,529,0,0,0,0,0,28,0,0,0,0,54,36,17,36,89,269,55,34,34,96,48,0,0,0,30,0,29,26,72,32,112,0,23,75,15,55,74,0,0,48,0,31,27,0,"06","013","338302","2"
"Block Group 1, Census Tract 3490, Contra Costa County, California",885,2708,1167,0,885,40,11,23,26,59,28,25,49,0,10,9,91,65,74,120,255,48,114,158,65,0,0,0,35,84,15,50,96,87,105,104,42,14,45,20,37,18,25,77,89,62,161,78,55,"06","013","349000","1"
"Block Group 2, Census Tract 3490, Contra Costa County, California",596,1498,775,0,596,43,0,0,15,8,9,0,9,20,20,22,23,96,28,40,263,0,38,51,18,0,0,0,30,56,34,31,61,47,45,38,43,17,32,42,57,31,0,0,23,79,62,25,0,"06","013","349000","2"
"Block Group 3, Census Tract 3490, Contra Costa County, California",618,1361,709,23,618,9,12,88,40,28,17,9,18,9,36,85,61,27,47,73,59,16,11,115,18,11,0,22,30,44,28,81,40,58,139,26,27,36,8,0,31,0,0,29,56,17,26,9,0,"06","013","349000","3"
"Block Group 1, Census Tract 3071.01, Contra Costa County, California",527,1622,636,0,527,23,37,35,0,11,5,23,74,8,45,47,49,77,44,49,0,87,0,42,45,11,0,33,101,24,0,47,54,31,25,54,51,18,0,17,46,55,36,33,40,43,40,66,10,"06","013","307101","1"
"Block Group 3, Census Tract 3071.01, Contra Costa County, California",519,1645,726,0,519,11,0,0,34,19,0,0,40,10,63,73,40,77,74,51,27,0,36,54,64,11,0,21,73,40,20,86,19,17,54,67,7,55,20,11,7,23,10,20,66,40,51,72,28,"06","013","307101","3"
"Block Group 2, Census Tract 3071.01, Contra Costa County, California",393,1261,662,0,393,0,9,10,0,0,26,10,0,0,79,81,71,25,29,38,15,0,32,70,0,9,13,19,41,59,58,6,23,58,56,36,0,35,0,35,10,33,0,10,16,95,20,32,31,"06","013","307101","2"
"Block Group 1, Census Tract 3211.01, Contra Costa County, California",795,2463,1455,0,795,0,0,14,21,0,13,0,0,0,12,167,39,147,90,185,107,25,173,121,0,0,27,0,44,141,36,75,71,51,185,269,17,39,0,34,43,0,12,19,35,111,0,0,0,"06","013","321101","1"
"Block Group 3, Census Tract 3211.01, Contra Costa County, California",667,1576,712,0,667,0,23,87,31,0,0,77,41,0,19,66,45,88,37,86,67,52,8,25,42,0,21,0,35,36,93,62,40,27,33,71,63,0,19,25,46,36,56,20,70,12,17,0,0,"06","013","321101","3"
"Block Group 4, Census Tract 3211.01, Contra Costa County, California",588,1250,750,0,588,0,24,0,29,0,0,16,0,12,69,53,63,105,122,44,51,0,40,0,50,0,0,27,17,18,21,12,149,28,57,53,0,35,14,12,19,11,11,0,13,0,31,16,0,"06","013","321101","4"
"Block Group 2, Census Tract 3211.01, Contra Costa County, California",435,1237,574,0,435,0,18,0,0,44,14,28,27,15,0,92,28,92,42,35,0,80,13,47,120,53,0,0,0,0,30,16,84,64,29,40,0,0,24,67,5,36,24,17,27,26,46,50,49,"06","013","321101","2"
"Block Group 2, Census Tract 3072.02, Contra Costa County, California",288,795,280,0,288,15,43,55,49,0,25,12,11,0,6,28,44,0,0,0,0,85,41,30,51,31,0,0,0,51,21,28,0,0,0,0,0,0,0,0,0,0,0,0,57,49,0,0,0,"06","013","307202","2"
"Block Group 3, Census Tract 3072.02, Contra Costa County, California",718,1846,715,0,718,42,106,47,59,18,19,0,88,37,69,97,93,25,0,18,0,205,49,0,37,84,0,0,39,101,69,121,77,94,31,26,0,18,21,11,0,0,0,0,86,116,84,36,42,"06","013","307202","3"
"Block Group 1, Census Tract 3072.02, Contra Costa County, California",465,1488,472,0,465,33,0,18,77,50,61,52,21,59,19,48,0,0,27,0,0,77,31,92,26,37,8,0,64,52,33,40,11,50,16,10,42,43,0,12,0,0,13,0,67,60,34,60,15,"06","013","307202","1"
"Block Group 3, Census Tract 3072.04, Contra Costa County, California",556,2022,817,0,556,14,12,23,18,8,12,28,54,17,46,78,98,96,40,12,0,90,116,99,70,38,0,25,39,69,67,54,93,49,77,62,1,36,0,21,23,49,27,7,21,117,16,20,43,"06","013","307204","3"
"Block Group 1, Census Tract 3072.04, Contra Costa County, California",422,1282,627,0,422,0,19,0,0,0,12,16,33,37,51,123,40,32,32,0,27,6,39,20,12,25,17,0,20,31,52,44,53,44,76,66,0,19,41,11,41,5,0,11,74,25,36,9,0,"06","013","307204","1"
"Block Group 2, Census Tract 3072.04, Contra Costa County, California",275,917,280,0,275,30,1,16,11,38,18,0,24,0,29,25,57,12,0,14,0,38,48,37,35,57,0,0,1,24,13,8,10,41,44,39,11,0,17,8,23,10,0,0,31,56,41,45,0,"06","013","307204","2"
"Block Group 2, Census Tract 3170, Contra Costa County, California",600,1281,885,0,600,5,57,6,34,16,58,12,6,21,62,80,108,44,0,47,44,0,19,0,45,9,0,0,52,133,27,19,10,96,67,89,21,0,20,0,10,0,0,0,36,69,27,12,0,"06","013","317000","2"
"Block Group 1, Census Tract 3170, Contra Costa County, California",465,1019,553,0,465,32,23,6,8,23,11,18,27,14,27,31,99,67,11,31,37,10,0,66,28,0,0,41,4,41,21,18,66,44,18,43,8,29,12,16,29,19,0,0,38,21,7,11,39,"06","013","317000","1"
"Block Group 2, Census Tract 3211.02, Contra Costa County, California",722,1829,901,36,722,0,0,0,0,28,0,12,63,0,16,49,49,87,79,148,191,11,22,31,75,0,23,0,18,65,15,48,74,59,21,109,46,62,13,33,117,0,14,18,71,49,39,37,0,"06","013","321102","2"
"Block Group 3, Census Tract 3211.02, Contra Costa County, California",570,1634,784,0,570,35,10,13,0,42,0,0,17,0,14,16,65,17,85,139,117,61,38,20,57,23,59,22,39,25,40,46,40,0,78,54,78,53,48,67,16,17,0,0,16,15,56,46,26,"06","013","321102","3"
"Block Group 4, Census Tract 3211.02, Contra Costa County, California",921,2232,1182,0,921,13,30,14,26,13,14,42,18,0,0,158,97,220,67,118,91,32,115,16,56,19,0,0,25,61,27,14,145,163,64,73,35,18,0,31,18,47,48,34,26,60,82,45,0,"06","013","321102","4"
"Block Group 1, Census Tract 3211.02, Contra Costa County, California",410,1105,675,0,410,0,0,13,0,0,0,0,0,0,14,38,0,117,34,120,74,32,0,45,13,17,0,0,24,31,64,14,74,33,45,0,0,42,48,31,31,0,0,0,0,0,81,29,0,"06","013","321102","1"
"Block Group 2, Census Tract 3211.03, Contra Costa County, California",671,1800,955,0,671,0,6,9,10,10,0,0,10,0,73,61,35,107,112,95,143,42,35,59,32,22,0,0,56,23,23,47,50,85,108,69,19,9,45,43,48,20,9,26,41,17,102,61,32,"06","013","321103","2"
"Block Group 3, Census Tract 3211.03, Contra Costa County, California",296,631,346,0,296,0,0,0,0,0,0,10,0,10,9,29,47,50,47,41,53,0,10,8,0,0,0,0,0,12,6,32,36,24,34,26,5,33,10,11,10,35,0,9,19,10,19,0,0,"06","013","321103","3"
"Block Group 1, Census Tract 3211.03, Contra Costa County, California",779,1854,951,0,779,7,10,34,0,10,11,16,9,7,114,50,79,87,106,108,131,98,42,34,16,25,12,12,13,30,35,72,66,36,52,87,9,84,9,18,27,55,18,22,102,35,27,24,0,"06","013","321103","1"
"Block Group 2, Census Tract 3300, Contra Costa County, California",595,2164,1015,0,595,0,18,22,0,38,23,21,32,0,8,93,120,67,54,76,23,31,37,49,27,24,0,27,120,138,80,57,109,43,175,83,7,49,0,0,21,28,0,21,79,72,24,38,34,"06","013","330000","2"
"Block Group 4, Census Tract 3300, Contra Costa County, California",531,1488,574,0,531,11,0,27,24,0,20,39,18,9,28,121,105,46,37,37,9,86,86,47,24,37,0,0,0,0,3,48,72,64,35,56,24,49,7,25,10,21,8,8,32,35,91,42,2,"06","013","330000","4"
"Block Group 1, Census Tract 3300, Contra Costa County, California",385,1019,590,0,385,0,0,12,16,9,8,11,11,39,12,71,91,30,38,37,0,20,0,0,9,40,0,12,15,10,30,19,49,89,27,0,53,10,18,0,17,0,9,9,97,0,0,0,8,"06","013","330000","1"
"Block Group 3, Census Tract 3300, Contra Costa County, California",369,903,483,0,369,0,0,9,38,10,0,0,9,0,50,41,39,75,43,46,9,13,32,11,2,0,0,0,9,48,50,39,10,41,61,0,0,18,28,7,6,0,0,0,21,21,10,39,8,"06","013","330000","3"
"Block Group 3, Census Tract 3212, Contra Costa County, California",601,1493,688,0,601,98,0,29,0,0,16,21,14,0,89,145,118,39,32,0,0,0,83,0,29,150,71,50,93,36,109,31,0,39,22,109,0,8,0,27,0,0,0,0,56,0,0,0,0,"06","013","321200","3"
"Block Group 2, Census Tract 3212, Contra Costa County, California",1019,2378,1381,0,1019,35,0,22,48,50,51,34,12,74,21,143,137,118,151,64,59,181,0,15,27,30,0,32,100,98,140,76,22,87,32,88,67,29,0,53,22,13,0,0,37,110,7,47,13,"06","013","321200","2"
"Block Group 1, Census Tract 3212, Contra Costa County, California",616,1554,936,0,616,7,34,28,0,17,12,0,41,8,100,41,105,71,25,111,16,39,97,53,0,26,0,0,39,107,54,40,38,82,86,69,19,36,16,21,23,0,0,12,6,26,0,16,0,"06","013","321200","1"
"Block Group 3, Census Tract 3100, Contra Costa County, California",869,3682,1498,0,869,62,28,0,102,57,34,48,21,33,144,95,67,96,19,51,12,180,231,158,62,62,23,56,64,144,268,138,60,159,52,87,1,17,0,9,0,8,9,0,204,188,186,111,28,"06","013","310000","3"
"Block Group 2, Census Tract 3100, Contra Costa County, California",366,1196,485,0,366,23,44,11,33,0,0,0,29,51,46,26,11,43,12,20,17,88,20,11,28,44,11,29,49,54,39,30,9,128,67,0,7,0,11,0,0,0,29,0,36,54,17,0,60,"06","013","310000","2"
"Block Group 1, Census Tract 3100, Contra Costa County, California",485,1604,602,0,485,43,22,23,18,49,9,0,42,13,81,34,61,65,10,7,8,81,19,42,38,0,11,48,0,75,55,56,30,31,17,31,0,7,82,0,20,0,9,0,44,84,91,25,39,"06","013","310000","1"
"Block Group 2, Census Tract 3131.02, Contra Costa County, California",575,1641,753,0,575,33,4,0,21,10,0,84,18,8,0,90,86,26,17,92,86,22,41,0,34,19,0,0,54,51,34,0,98,89,110,62,23,17,8,19,28,33,19,15,62,19,40,35,0,"06","013","313102","2"
"Block Group 1, Census Tract 3131.02, Contra Costa County, California",931,2387,1203,0,931,55,81,0,48,26,25,16,33,74,119,130,156,119,22,27,0,54,100,13,24,44,19,43,37,184,83,30,115,80,64,113,13,8,22,0,17,26,18,8,35,85,88,69,48,"06","013","313102","1"
"Block Group 3, Census Tract 3361.01, Contra Costa County, California",428,1899,943,0,428,43,21,11,22,0,47,43,0,9,27,49,108,21,27,0,0,176,32,81,72,37,0,9,54,253,21,117,28,102,82,36,6,8,37,0,0,10,0,0,9,135,40,0,38,"06","013","336101","3"
"Block Group 1, Census Tract 3361.01, Contra Costa County, California",532,1566,924,14,532,0,19,12,110,29,70,0,38,8,54,49,48,73,0,22,0,40,39,23,21,34,0,0,86,133,81,35,99,65,49,0,0,35,0,32,0,19,0,0,73,103,66,7,0,"06","013","336101","1"
"Block Group 2, Census Tract 3361.01, Contra Costa County, California",540,1842,1029,0,540,9,44,52,18,27,51,16,10,9,17,84,83,18,33,46,23,131,38,71,8,18,26,1,21,60,131,118,102,80,29,26,1,0,9,16,0,0,0,0,10,107,96,31,32,"06","013","336101","2"
"Block Group 3, Census Tract 3372, Contra Costa County, California",369,858,427,0,369,14,0,14,0,15,18,82,0,17,86,33,60,0,30,0,0,30,0,45,0,0,0,0,0,13,110,14,0,0,93,78,25,34,0,19,14,59,15,15,15,29,0,0,0,"06","013","337200","3"
"Block Group 1, Census Tract 3372, Contra Costa County, California",403,854,522,0,403,15,13,0,0,17,54,58,47,18,14,0,77,0,65,10,15,44,0,13,0,14,16,0,0,66,0,128,26,75,62,0,0,0,14,18,18,0,0,0,9,0,24,12,0,"06","013","337200","1"
