naicssix,DESC_,steelhead,naics2,remi70,US2detailed,sixcat
423740,REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423810,CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423820,FARM AND GARDEN MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423830,INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423840,INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423850,SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423860,TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLES) MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423910,SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423920,TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423930,RECYCLABLE MATERIAL MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
423940,"JEWELRY, WATCH , PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
423990,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424110,PRINTING AND WRITING PAPER MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424130,INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424210,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424310,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
424320,MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424330,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
424340,FOOTWEAR MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424410,GENERAL LINE GROCERY MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424420,PACKAGED FROZEN FOOD MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424430,DAIRY PRODUCTS (EXCEPT DRIED OR CANNED) MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424440,POULTRY AND POULTRY PRODUCT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424450,CONFECTIONERY MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424460,FISH AND SEAFOOD MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424470,MEAT AND MEAT PRODUCT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424480,FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424490,OTHER GROCERY AND RELATED PRODUCT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424510,GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424520,LIVESTOCK MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424590,OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424610,PLASTICS MATERIALS AND BASIC FORMS AND SHAPES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424690,OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424710,PETROLEUM BULK STATIONS AND TERMINALS,logis,42,30,logis,MWTEMPN
424720,PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS),logis,42,30,logis,MWTEMPN
424810,BEER AND ALE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424820,WINE AND DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424910,FARM SUPPLIES MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424920,"BOOK, PERIODICAL AND NEWSPAPER MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
424930,"FLOWER, NURSERY STOCK AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
424940,TOBACCO AND TOBACCO PRODUCT MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
424950,"PAINT, VARNISH AND SUPPLIES MERCHANT WHOLESALERS",logis,42,30,logis,MWTEMPN
424990,OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,logis,42,30,logis,MWTEMPN
425110,WHOLESALE TRADE MORE,logis,42,30,logis,MWTEMPN
425120,WHOLESALE TRADE AGENTS AND BROKERS,logis,42,30,logis,MWTEMPN
441110,NEW CAR DEALERS,ret_reg,4445,31,retail,RETEMPN
441120,USED CAR DEALERS,ret_reg,4445,31,retail,RETEMPN
441210,RECREATIONAL VEHICLE DEALERS,ret_reg,4445,31,retail,RETEMPN
441222,BOAT DEALERS,ret_reg,4445,31,retail,RETEMPN
441228,"MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",ret_reg,4445,31,retail,RETEMPN
441310,AUTOMOTIVE PARTS AND ACCESSORIES STORES,ret_reg,4445,31,retail,RETEMPN
441320,TIRE DEALERS,ret_reg,4445,31,retail,RETEMPN
442110,FURNITURE STORES,ret_reg,4445,31,retail,RETEMPN
442210,FLOOR COVERING STORES,ret_reg,4445,31,retail,RETEMPN
442291,WINDOW TREATMENT STORES,ret_reg,4445,31,retail,RETEMPN
442299,ALL OTHER HOME FURNISHINGS STORES,ret_reg,4445,31,retail,RETEMPN
443141,HOUSEHOLD APPLIANCE STORES,ret_reg,4445,31,retail,RETEMPN
443142,ELECTRONICS STORES,ret_reg,4445,31,retail,RETEMPN
444110,HOME CENTERS,ret_reg,4445,31,retail,RETEMPN
444120,PAINT AND WALLPAPER STORES,ret_reg,4445,31,retail,RETEMPN
444130,HARDWARE STORES,ret_loc,4445,31,retail,RETEMPN
444190,OTHER BUILDING MATERIAL DEALERS,ret_loc,4445,31,retail,RETEMPN
444210,OUTDOOR POWER EQUIPMENT STORES,ret_loc,4445,31,retail,RETEMPN
444220,NURSERY AND GARDEN CENTERS,ret_loc,4445,31,retail,RETEMPN
445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,ret_loc,4445,31,retail,RETEMPN
445120,CONVENIENCE STORES,ret_loc,4445,31,retail,RETEMPN
445210,MEAT MARKETS,ret_loc,4445,31,retail,RETEMPN
445220,FISH AND SEAFOOD MARKETS,ret_loc,4445,31,retail,RETEMPN
445230,FRUIT AND VEGETABLE MARKETS,ret_loc,4445,31,retail,RETEMPN
445291,BAKED GOODS STORES,ret_loc,4445,31,retail,RETEMPN
445292,CONFECTIONARY AND NUT STORES,ret_loc,4445,31,retail,RETEMPN
445299,ALL OTHER SPECIALTY FOOD STORES,ret_loc,4445,31,retail,RETEMPN
445310,"BEER, WINE AND LIQUOR STORES",ret_loc,4445,31,retail,RETEMPN
446110,PHARMACIES AND DRUG STORES,ret_loc,4445,31,retail,RETEMPN
446120,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",ret_loc,4445,31,retail,RETEMPN
446130,OPTICAL GOODS STORES,ret_loc,4445,31,retail,RETEMPN
446191,FOOD (HEALTH) SUPPLEMENT STORES,ret_loc,4445,31,retail,RETEMPN
446199,ALL OTHER HEALTH AND PERSONAL CARE STORES,ret_loc,4445,31,retail,RETEMPN
447110,GASOLINE STATIONS WITH CONVENIENCE STORES,ret_loc,4445,31,retail,RETEMPN
447190,OTHER GASOLINE STATIONS,ret_loc,4445,31,retail,RETEMPN
448110,MEN'S CLOTHING STORES,ret_loc,4445,31,retail,RETEMPN
448120,WOMEN'S CLOTHING STORES,ret_loc,4445,31,retail,RETEMPN
448130,CHILDREN'S AND INFANTS' CLOTHING STORES,ret_loc,4445,31,retail,RETEMPN
448140,FAMILY CLOTHING STORES,ret_loc,4445,31,retail,RETEMPN
448150,CLOTHING ACCESSORIES STORES,ret_loc,4445,31,retail,RETEMPN
448190,OTHER CLOTHING STORES,ret_loc,4445,31,retail,RETEMPN
448210,SHOE STORES,ret_loc,4445,31,retail,RETEMPN
448310,JEWELRY STORES,ret_loc,4445,31,retail,RETEMPN
448320,LUGGAGE AND LEATHER GOODS STORES,ret_loc,4445,31,retail,RETEMPN
451110,SPORTING GOODS STORES,ret_loc,4445,31,retail,RETEMPN
451120,"HOBBY, TOY AND GAME STORES",ret_loc,4445,31,retail,RETEMPN
451130,"SEWING, NEEDLEWORK AND PIECE GOODS STORES",ret_loc,4445,31,retail,RETEMPN
451140,MUSICAL INSTRUMENT AND SUPPLIES STORES,ret_loc,4445,31,retail,RETEMPN
451211,BOOK STORES,ret_loc,4445,31,retail,RETEMPN
451212,NEWS DEALERS AND NEWSSTANDS,ret_loc,4445,31,retail,RETEMPN
452111,DEPARTMENT STORES,ret_reg,4445,31,retail,RETEMPN
452112,DISCOUNT DEPARTMENT STORES,ret_reg,4445,31,retail,RETEMPN
452210,DEPARTMENT STORES ,ret_reg,4445,31,retail,RETEMPN
452311,WAREHOUSE CLUBS AND SUPERCENTERS ,ret_reg,4445,31,retail,RETEMPN
452319,ALL OTHER GENERAL MERCHANDISE STORES ,ret_reg,4445,31,retail,RETEMPN
452910,WAREHOUSE CLUBS AND SUPERSTORES,ret_loc,4445,31,retail,RETEMPN
452990,ALL OTHER GENERAL MERCHANDISE STORES,ret_loc,4445,31,retail,RETEMPN
453110,FLORISTS,ret_loc,4445,31,retail,RETEMPN
453210,OFFICE SUPPLIES AND STATIONERY STORES,ret_reg,4445,31,retail,RETEMPN
453220,"GIFT, NOVELTY AND SOUVENIR STORES",ret_loc,4445,31,retail,RETEMPN
453310,USED MERCHANDISE STORES,ret_loc,4445,31,retail,RETEMPN
453910,PET AND PET SUPPLIES STORES,ret_loc,4445,31,retail,RETEMPN
453920,ART DEALERS,ret_loc,4445,31,retail,RETEMPN
453930,MANUFACTURED (MOBILE) HOME DEALERS,ret_loc,4445,31,retail,RETEMPN
453991,TOBACCO STORES,ret_loc,4445,31,retail,RETEMPN
453998,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),ret_loc,4445,31,retail,RETEMPN
454110,ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES ,ret_loc,4445,31,retail,RETEMPN
454111,ELECTRONIC SHOPPING,ret_loc,4445,31,retail,RETEMPN
454112,ELECTRONIC AUCTIONS,ret_loc,4445,31,retail,RETEMPN
454113,MAIL-ORDER HOUSES,ret_loc,4445,31,retail,RETEMPN
454210,VENDING MACHINE OPERATORS,ret_reg,4445,31,retail,RETEMPN
454310,FUEL DEALERS,ret_reg,4445,31,retail,RETEMPN
454390,OTHER DIRECT SELLING ESTABLISHMENTS,ret_reg,4445,31,retail,RETEMPN
481111,SCHEDULED PASSENGER AIR TRANSPORTATION,transp,4849,32,transp,MWTEMPN
481112,SCHEDULED FREIGHT AIR TRANSPORTATION,transp,4849,32,logis,MWTEMPN
481211,NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION,transp,4849,32,transp,MWTEMPN
481212,NONSCHEDULED CHARTERED FREIGHT AIR TRANSPORTATION,transp,4849,32,logis,MWTEMPN
481219,OTHER NONSCHEDULED AIR TRANSPORTATION,transp,4849,32,transp,MWTEMPN
482111,LINE-HAUL RAILROADS,transp,4849,33,logis,MWTEMPN
482112,SHORT LINE RAILROADS,transp,4849,33,logis,MWTEMPN
483111,DEEP SEA FREIGHT TRANSPORTATION,transp,4849,34,logis,MWTEMPN
483112,DEEP SEA PASSENGER TRANSPORTATION,transp,4849,34,transp,MWTEMPN
483113,COASTAL AND GREAT LAKES FREIGHT TRANSPORTATION,transp,4849,34,logis,MWTEMPN
483211,INLAND WATER FREIGHT TRANSPORTATION,transp,4849,34,logis,MWTEMPN
483212,INLAND WATER PASSENGER TRANSPORTATION,transp,4849,34,transp,MWTEMPN
484110,"GENERAL FREIGHT TRUCKING, LOCAL",transp,4849,35,logis,MWTEMPN
484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",transp,4849,35,logis,MWTEMPN
484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD",transp,4849,35,logis,MWTEMPN
484210,USED HOUSEHOLD AND OFFICE GOODS MOVING,transp,4849,35,logis,MWTEMPN
484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",transp,4849,35,logis,MWTEMPN
484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",transp,4849,35,logis,MWTEMPN
485111,MIXED MODE TRANSIT SYSTEMS,transp,4849,36,transp,MWTEMPN
485112,COMMUTER RAIL SYSTEMS,transp,4849,36,transp,MWTEMPN
485113,BUS AND MOTOR VEHICLE TRANSIT SYSTEMS,transp,4849,36,transp,MWTEMPN
485119,OTHER URBAN TRANSIT SYSTEMS,transp,4849,36,transp,MWTEMPN
485210,INTERURBAN AND RURAL BUS TRANSPORTATION,transp,4849,36,transp,MWTEMPN
485310,TAXI SERVICE,transp,4849,36,transp,MWTEMPN
485320,LIMOUSINE SERVICE,transp,4849,36,transp,MWTEMPN
485410,SCHOOL AND EMPLOYEE BUS TRANSPORTATION,transp,4849,36,transp,MWTEMPN
485510,CHARTER BUS INDUSTRY,transp,4849,36,transp,MWTEMPN
485991,BUS MORE,transp,4849,36,transp,MWTEMPN
485999,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,transp,4849,36,transp,MWTEMPN
486110,PIPELINE TRANSPORTATION OF CRUDE OIL,transp,4849,37,logis,MWTEMPN
486210,PIPELINE TRANSPORTATION OF NATURAL GAS,transp,4849,37,logis,MWTEMPN
486910,PIPELINE TRANSPORTATION OF REFINED PETROLEUM PRODUCTS,transp,4849,37,logis,MWTEMPN
486990,ALL OTHER PIPELINE TRANSPORTATION,transp,4849,37,logis,MWTEMPN
487110,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",transp,4849,38,transp,MWTEMPN
487210,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",transp,4849,38,transp,MWTEMPN
487990,"SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",transp,4849,38,transp,MWTEMPN
488111,AIR TRAFFIC CONTROL,transp,4849,38,transp,MWTEMPN
488119,OTHER AIRPORT OPERATIONS,transp,4849,38,transp,MWTEMPN
488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,transp,4849,38,transp,MWTEMPN
488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,transp,4849,38,logis,MWTEMPN
488310,PORT AND HARBOR OPERATIONS,transp,4849,38,logis,MWTEMPN
488320,MARINE CARGO HANDLING,transp,4849,38,logis,MWTEMPN
488330,NAVIGATIONAL SERVICES TO SHIPPING,transp,4849,38,logis,MWTEMPN
488390,OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,transp,4849,38,logis,MWTEMPN
488410,MOTOR VEHICLE TOWING,transp,4849,38,transp,MWTEMPN
488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,transp,4849,38,transp,MWTEMPN
488510,FREIGHT TRANSPORTATION ARRANGEMENT,transp,4849,38,logis,MWTEMPN
488991,PACKING AND CRATING,transp,4849,38,logis,MWTEMPN
488999,ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,transp,4849,38,logis,MWTEMPN
491110,POSTAL SERVICE,transp,4849,0,logis,MWTEMPN
492110,COURIERS,transp,4849,35,logis,MWTEMPN
492210,LOCAL MESSENGERS AND LOCAL DELIVERY,transp,4849,35,logis,MWTEMPN
493110,GENERAL WAREHOUSING AND STORAGE,logis,4849,39,logis,MWTEMPN
493120,REFRIGERATED WAREHOUSING AND STORAGE FACILITIES,logis,4849,39,logis,MWTEMPN
493130,FARM PRODUCT WAREHOUSING AND STORAGE FACILITIES,logis,4849,39,logis,MWTEMPN
493190,OTHER WAREHOUSING AND STORAGE,logis,4849,39,logis,MWTEMPN
511110,NEWSPAPER PUBLISHERS,info,51,40,info,OTHEMPN
511120,PERIODICAL PUBLISHERS,info,51,40,info,OTHEMPN
511130,BOOK PUBLISHERS,info,51,40,info,OTHEMPN
511140,DATABASE AND DIRECTORY PUBLISHERS,info,51,40,info,OTHEMPN
511191,GREETING CARD PUBLISHERS,info,51,40,info,OTHEMPN
511199,ALL OTHER PUBLISHERS,info,51,40,info,OTHEMPN
511210,SOFTWARE PUBLISHERS,info,51,40,info,OTHEMPN
512110,MOTION PICTURE AND VIDEO PRODUCTION,info,51,41,info,OTHEMPN
512120,MOTION PICTURE AND VIDEO DISTRIBUTION,info,51,41,info,OTHEMPN
512131,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN",info,51,41,info,OTHEMPN
512132,DRIVE-IN MOTION PICTURE THEATERS,info,51,41,info,OTHEMPN
512191,TELEPRODUCTION AND OTHER POST-PRODUCTION SERVICES,info,51,41,info,OTHEMPN
512199,OTHER MOTION PICTURE AND VIDEO INDUSTRIES,info,51,41,info,OTHEMPN
512220,MUSIC MORE,info,51,41,info,OTHEMPN
512230,MUSIC PUBLISHERS,info,51,41,info,OTHEMPN
512240,SOUND RECORDING STUDIOS,info,51,41,info,OTHEMPN
512250,RECORD PRODUCTION AND DISTRIBUTION,info,51,41,info,OTHEMPN
512290,OTHER SOUND RECORDING INDUSTRIES,info,51,41,info,OTHEMPN
515112,RADIO STATIONS,info,51,43,info,OTHEMPN
515120,TELEVISION BROADCASTING,info,51,43,info,OTHEMPN
515210,CABLE AND OTHER SUBSCRIPTION PROGRAMMING,info,51,43,info,OTHEMPN
517110,WIRED TELECOMMUNICATIONS CARRIERS,info,51,43,info,OTHEMPN
517210,WIRED TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),info,51,43,info,OTHEMPN
517311,WIRED TELECOMMUNICATIONS CARRIERS ,info,51,43,info,OTHEMPN
517312,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),info,51,43,info,OTHEMPN
517410,SATELLITE TELECOMMUNICATIONS,info,51,43,info,OTHEMPN
517911,TELECOMMUNICATIONS RESELLERS,info,51,43,info,OTHEMPN
517919,ALL OTHER TELECOMMUNICATIONS,info,51,43,info,OTHEMPN
518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",info,51,42,info,OTHEMPN
519110,NEW SYNDICATES,info,51,42,info,OTHEMPN
519120,LIBRARIES AND ARCHIVES,info,51,42,info,OTHEMPN
519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,info,51,42,info,OTHEMPN
519190,PUBLISHING MORE,info,51,42,info,OTHEMPN
521110,MONETARY AUTHORITIES-CENTRAL BANKS,fire,52,44,fire,FPSEMPN
522110,COMMERCIAL BANKING,fire,52,44,fire,FPSEMPN
522120,SAVINGS INSTITUTIONS,fire,52,44,fire,FPSEMPN
522130,CREDIT UNIONS,fire,52,44,fire,FPSEMPN
522220,SALES FINANCING,fire,52,44,fire,FPSEMPN
522291,CONSUMER LENDING,fire,52,44,fire,FPSEMPN
522292,REAL ESTATE CREDIT,fire,52,44,fire,FPSEMPN
522293,INTERNATIONAL TRADE FINANCING,fire,52,44,fire,FPSEMPN
522294,SECONDARY MARKET FINANCING,fire,52,44,fire,FPSEMPN
522298,ALL OTHER NONDEPOSITORY CREDIT INTERMEDIATION,fire,52,44,fire,FPSEMPN
522310,MORTGAGE AND NONMORTAGAE LOAN BROKERS,fire,52,44,fire,FPSEMPN
522320,"FINANCIAL TRANSACTIONS, PROCESSING, RESERVE AND CLEARING HOUSE ACTIVITIES",fire,52,44,fire,FPSEMPN
522390,OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION,fire,52,44,fire,FPSEMPN
523110,INVESTMENT BANKING AND SECURITIES DEALING,fire,52,45,fire,FPSEMPN
523120,SECURITIES BROKERAGE,fire,52,45,fire,FPSEMPN
523130,COMMODITY CONTRACTS DEALING,fire,52,45,fire,FPSEMPN
523140,COMMODITY BROKERAGE,fire,52,45,fire,FPSEMPN
523210,SECURITIES AND COMMODITY EXCHANGES,fire,52,45,fire,FPSEMPN
523910,MISCELLANEOUS INTERMEDIATION,fire,52,45,fire,FPSEMPN
523920,PORTFOLIO MANAGEMENT,fire,52,45,fire,FPSEMPN
523930,INVESTMENT ADVICE,fire,52,45,fire,FPSEMPN
523991,"TRUST, FIDUCIARY, AND CUSTODY ACTIVITIES",fire,52,45,fire,FPSEMPN
523999,MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,fire,52,45,fire,FPSEMPN
524113,DIRECT LIFE INSURANCE CARRIERS,fire,52,46,fire,FPSEMPN
524114,DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,fire,52,46,fire,FPSEMPN
524126,DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS,fire,52,46,fire,FPSEMPN
524127,DIRECT TITLE INSURANCE CARRIERS,fire,52,46,fire,FPSEMPN
524128,"OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",fire,52,46,fire,FPSEMPN
524130,REINSURANCE CARRIERS,fire,52,46,fire,FPSEMPN
524210,INSURANCE AGENCIES AND BROKERAGES,fire,52,46,fire,FPSEMPN
524291,CLAIMS ADJUSTERS,fire,52,46,fire,FPSEMPN
524292,THIRD PARTY ADMINISTRATORS FOR INSURANCE AND PENSION FUNDS,fire,52,46,fire,FPSEMPN
524298,ALL OTHER INSURANCE RELATED ACTIVITIES,fire,52,46,fire,FPSEMPN
525110,PENSION FUNDS,fire,52,44,fire,FPSEMPN
525120,HEALTH AND WELFARE FUNDS,fire,52,44,fire,FPSEMPN
525190,OTHER INSURANCE FUNDS,fire,52,44,fire,FPSEMPN
525910,OPEN-END INVESTMENT FUNDS,fire,52,44,fire,FPSEMPN
525920,"TRUSTS, ESTATES, AND AGENCY ACCOUNTS",fire,52,44,fire,FPSEMPN
525990,OTHER FINANCIAL VEHICLES,fire,52,44,fire,FPSEMPN
531110,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,fire,53,47,fire,FPSEMPN
531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),fire,53,47,fire,FPSEMPN
531130,LESSORS OF MINIWAREHOUSES AND SELF STORAGE UNITS,fire,53,47,fire,FPSEMPN
531190,LESSORS OF OTHER REAL ESTATE PROPERTY,fire,53,47,fire,FPSEMPN
531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,fire,53,47,fire,FPSEMPN
531311,RESIDENTIAL PROPERTY MANAGERS,fire,53,47,fire,FPSEMPN
531312,PROPERTY MANAGERS MORE,fire,53,47,fire,FPSEMPN
531320,OFFICES OF REAL ESTATE APPRAISERS,fire,53,47,fire,FPSEMPN
531390,OTHER ACTIVITIES RELATED TO REAL ESTATE,fire,53,47,fire,FPSEMPN
532111,PASSENGER CARS RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532112,PASSENGER CARS LEASING,serv_pers,53,48,svc_per,HEREEMPN
532120,"TRUCK, UTILITY TRAILER AND RV (RECREATIONAL VEHICLE) RENTAL A AND LEASING",serv_pers,53,48,svc_per,HEREEMPN
532210,CONSUMER ELECTRONICS AND APPLIANCES RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532220,FORMAL WEAR AND COSTUME RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532230,VIDEO TAPES AND DISC RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532281,FORMAL WEAR AND COSTUME RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532282,VIDEO TAPE AND DISC RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532283,HOME HEALTH EQUIPMENT RENTAL ,serv_pers,53,48,svc_per,HEREEMPN
532284,RECREATIONAL GOODS RENTAL ,serv_pers,53,48,svc_per,HEREEMPN
532289,ALL OTHER CONSUMER GOODS RENTAL ,serv_pers,53,48,svc_per,HEREEMPN
532291,HOME HEALTH EQUIPMENT RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532292,RECREATIONAL GOODS RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532299,ALL OTHER CONSUMER GOODS RENTAL,serv_pers,53,48,svc_per,HEREEMPN
532310,GENERAL RENTAL CENTERS,lease,53,48,svc_bus,FPSEMPN
532411,"COMMERCIAL AIR, RAIL, AND WATER TRANSPORTATION EQUIPMENT RENTAL AND LEASING",lease,53,48,svc_bus,FPSEMPN
532412,"CONSTRUCTION, MINING AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",lease,53,48,svc_bus,FPSEMPN
532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,lease,53,48,svc_bus,FPSEMPN
532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,lease,53,48,svc_bus,FPSEMPN
533110,OWNERS AND LESSORS OF OTHER NON-FINANCIAL ASSETS,fire,53,48,svc_bus,FPSEMPN
541110,OFFICES OF LAWYERS,prof,54,49,prof,FPSEMPN
541120,OFFICES OF NOTARIES,prof,54,49,prof,FPSEMPN
541191,TITLE ABSTRACT AND SETTLEMENT OFFICES,prof,54,49,prof,FPSEMPN
541199,ALL OTHER LEGAL SERVICES,prof,54,49,prof,FPSEMPN
541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,prof,54,49,prof,FPSEMPN
541213,TAX PREPARATION SERVICES,prof,54,49,prof,FPSEMPN
541214,PAYROLL SERVICES,prof,54,49,prof,FPSEMPN
541219,OTHER ACCOUNTING SERVICES,prof,54,49,prof,FPSEMPN
541310,ARCHITECTURAL SERVICES,prof,54,49,prof,FPSEMPN
541320,LANDSCAPE ARCHITECTURAL SERVICES,prof,54,49,prof,FPSEMPN
541330,ENGINEERING SERVICES,prof,54,49,prof,FPSEMPN
541340,DRAFTING SERVICES,prof,54,49,prof,FPSEMPN
541350,BUILDING INSPECTION SERVICES,prof,54,49,prof,FPSEMPN
541360,BUILDING MORE,prof,54,49,prof,FPSEMPN
541370,SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES,prof,54,49,prof,FPSEMPN
541380,TESTING LABORATORIES,prof,54,49,prof,FPSEMPN
541410,INTERIOR DESIGN SERVICES,prof,54,49,prof,FPSEMPN
541420,INDUSTRIAL DESIGN SERVICES,prof,54,49,prof,FPSEMPN
541430,GRAPHIC DESIGN SERVICES,prof,54,49,prof,FPSEMPN
541490,OTHER SPECIALIZED DESIGN SERVICES,prof,54,49,prof,FPSEMPN
541511,CUSTOM COMPUTER PROGRAMMING SERVICES,prof,54,49,prof,FPSEMPN
541512,COMPUTER SYSTEMS DESIGN SERVICES,prof,54,49,prof,FPSEMPN
541513,COMPUTER FACILITIES MANAGEMENT SERVICES,prof,54,49,prof,FPSEMPN
541519,OTHER COMPUTER RELATED SERVICES,prof,54,49,prof,FPSEMPN
